	id_and_goal	utt_id	MIDAS	speaker	utt
1509	11600: [1] opinion_1 [2] yes no question_1 [3] statement_1 [4] open question factual_1 [5] statement_2 [6] comment_1 [7] statement_3 [8] open question factual_2 [9] statement_4 [10] command_1 [11] statement_5 [12] neg answer_1 [13] opinion_2 [14] yes no question_2 [15] pos answer_1 [16] opinion_3 [17] comment_2 [18] statement_6 [19] yes no question_3 [20] statement_7 [21] back-channeling_1 [22] neg answer_2 [23] comment_3 [24] statement_8	2	statement_1	11111	It's all about new office rules .
1510	11600: [1] opinion_1 [2] yes no question_1 [3] statement_1 [4] open question factual_1 [5] statement_2 [6] comment_1 [7] statement_3 [8] open question factual_2 [9] statement_4 [10] command_1 [11] statement_5 [12] neg answer_1 [13] opinion_2 [14] yes no question_2 [15] pos answer_1 [16] opinion_3 [17] comment_2 [18] statement_6 [19] yes no question_3 [20] statement_7 [21] back-channeling_1 [22] neg answer_2 [23] comment_3 [24] statement_8	3	open question factual_1	0	What does it say ?
1511	11600: [1] opinion_1 [2] yes no question_1 [3] statement_1 [4] open question factual_1 [5] statement_2 [6] comment_1 [7] statement_3 [8] open question factual_2 [9] statement_4 [10] command_1 [11] statement_5 [12] neg answer_1 [13] opinion_2 [14] yes no question_2 [15] pos answer_1 [16] opinion_3 [17] comment_2 [18] statement_6 [19] yes no question_3 [20] statement_7 [21] back-channeling_1 [22] neg answer_2 [23] comment_3 [24] statement_8	4	statement_2	11111	It says smoking is not allowed in any private offices .
1512	11600: [1] opinion_1 [2] yes no question_1 [3] statement_1 [4] open question factual_1 [5] statement_2 [6] comment_1 [7] statement_3 [8] open question factual_2 [9] statement_4 [10] command_1 [11] statement_5 [12] neg answer_1 [13] opinion_2 [14] yes no question_2 [15] pos answer_1 [16] opinion_3 [17] comment_2 [18] statement_6 [19] yes no question_3 [20] statement_7 [21] back-channeling_1 [22] neg answer_2 [23] comment_3 [24] statement_8	5	comment_1	11111	It might be the most terrible thing for you .
1513	11600: [1] opinion_1 [2] yes no question_1 [3] statement_1 [4] open question factual_1 [5] statement_2 [6] comment_1 [7] statement_3 [8] open question factual_2 [9] statement_4 [10] command_1 [11] statement_5 [12] neg answer_1 [13] opinion_2 [14] yes no question_2 [15] pos answer_1 [16] opinion_3 [17] comment_2 [18] statement_6 [19] yes no question_3 [20] statement_7 [21] back-channeling_1 [22] neg answer_2 [23] comment_3 [24] statement_8	6	statement_3	0	I can smoke outside of the office .
1514	11600: [1] opinion_1 [2] yes no question_1 [3] statement_1 [4] open question factual_1 [5] statement_2 [6] comment_1 [7] statement_3 [8] open question factual_2 [9] statement_4 [10] command_1 [11] statement_5 [12] neg answer_1 [13] opinion_2 [14] yes no question_2 [15] pos answer_1 [16] opinion_3 [17] comment_2 [18] statement_6 [19] yes no question_3 [20] statement_7 [21] back-channeling_1 [22] neg answer_2 [23] comment_3 [24] statement_8	7	open question factual_2	0	But what else does it say ?
1515	11600: [1] opinion_1 [2] yes no question_1 [3] statement_1 [4] open question factual_1 [5] statement_2 [6] comment_1 [7] statement_3 [8] open question factual_2 [9] statement_4 [10] command_1 [11] statement_5 [12] neg answer_1 [13] opinion_2 [14] yes no question_2 [15] pos answer_1 [16] opinion_3 [17] comment_2 [18] statement_6 [19] yes no question_3 [20] statement_7 [21] back-channeling_1 [22] neg answer_2 [23] comment_3 [24] statement_8	8	statement_4	11111	If you want to ask for leave , you should get the approval from the manager in charge of your department .
1516	11600: [1] opinion_1 [2] yes no question_1 [3] statement_1 [4] open question factual_1 [5] statement_2 [6] comment_1 [7] statement_3 [8] open question factual_2 [9] statement_4 [10] command_1 [11] statement_5 [12] neg answer_1 [13] opinion_2 [14] yes no question_2 [15] pos answer_1 [16] opinion_3 [17] comment_2 [18] statement_6 [19] yes no question_3 [20] statement_7 [21] back-channeling_1 [22] neg answer_2 [23] comment_3 [24] statement_8	9	statement_4	0	But if there is an emergency and the manager is of absence , what should we do ?
1517	11600: [1] opinion_1 [2] yes no question_1 [3] statement_1 [4] open question factual_1 [5] statement_2 [6] comment_1 [7] statement_3 [8] open question factual_2 [9] statement_4 [10] command_1 [11] statement_5 [12] neg answer_1 [13] opinion_2 [14] yes no question_2 [15] pos answer_1 [16] opinion_3 [17] comment_2 [18] statement_6 [19] yes no question_3 [20] statement_7 [21] back-channeling_1 [22] neg answer_2 [23] comment_3 [24] statement_8	10	statement_4	11111	The note says you should call your manager first , and then tell him your reason , and then ask him for the approval .
1518	11600: [1] opinion_1 [2] yes no question_1 [3] statement_1 [4] open question factual_1 [5] statement_2 [6] comment_1 [7] statement_3 [8] open question factual_2 [9] statement_4 [10] command_1 [11] statement_5 [12] neg answer_1 [13] opinion_2 [14] yes no question_2 [15] pos answer_1 [16] opinion_3 [17] comment_2 [18] statement_6 [19] yes no question_3 [20] statement_7 [21] back-channeling_1 [22] neg answer_2 [23] comment_3 [24] statement_8	11	statement_4	0	OK , OK , got it .
1519	11600: [1] opinion_1 [2] yes no question_1 [3] statement_1 [4] open question factual_1 [5] statement_2 [6] comment_1 [7] statement_3 [8] open question factual_2 [9] statement_4 [10] command_1 [11] statement_5 [12] neg answer_1 [13] opinion_2 [14] yes no question_2 [15] pos answer_1 [16] opinion_3 [17] comment_2 [18] statement_6 [19] yes no question_3 [20] statement_7 [21] back-channeling_1 [22] neg answer_2 [23] comment_3 [24] statement_8	12	command_1	0	By the way , what about the vacation policy ?
1520	11600: [1] opinion_1 [2] yes no question_1 [3] statement_1 [4] open question factual_1 [5] statement_2 [6] comment_1 [7] statement_3 [8] open question factual_2 [9] statement_4 [10] command_1 [11] statement_5 [12] neg answer_1 [13] opinion_2 [14] yes no question_2 [15] pos answer_1 [16] opinion_3 [17] comment_2 [18] statement_6 [19] yes no question_3 [20] statement_7 [21] back-channeling_1 [22] neg answer_2 [23] comment_3 [24] statement_8	13	statement_5	0	Anything changed ?
1521	11600: [1] opinion_1 [2] yes no question_1 [3] statement_1 [4] open question factual_1 [5] statement_2 [6] comment_1 [7] statement_3 [8] open question factual_2 [9] statement_4 [10] command_1 [11] statement_5 [12] neg answer_1 [13] opinion_2 [14] yes no question_2 [15] pos answer_1 [16] opinion_3 [17] comment_2 [18] statement_6 [19] yes no question_3 [20] statement_7 [21] back-channeling_1 [22] neg answer_2 [23] comment_3 [24] statement_8	14	neg answer_1	11111	No .
1522	11600: [1] opinion_1 [2] yes no question_1 [3] statement_1 [4] open question factual_1 [5] statement_2 [6] comment_1 [7] statement_3 [8] open question factual_2 [9] statement_4 [10] command_1 [11] statement_5 [12] neg answer_1 [13] opinion_2 [14] yes no question_2 [15] pos answer_1 [16] opinion_3 [17] comment_2 [18] statement_6 [19] yes no question_3 [20] statement_7 [21] back-channeling_1 [22] neg answer_2 [23] comment_3 [24] statement_8	15	opinion_2	11111	We still enjoy 10 - day of paid vacation per year .
1523	11600: [1] opinion_1 [2] yes no question_1 [3] statement_1 [4] open question factual_1 [5] statement_2 [6] comment_1 [7] statement_3 [8] open question factual_2 [9] statement_4 [10] command_1 [11] statement_5 [12] neg answer_1 [13] opinion_2 [14] yes no question_2 [15] pos answer_1 [16] opinion_3 [17] comment_2 [18] statement_6 [19] yes no question_3 [20] statement_7 [21] back-channeling_1 [22] neg answer_2 [23] comment_3 [24] statement_8	16	yes no question_2	0	Can we have 7 - day holiday on National Day ?
1524	11600: [1] opinion_1 [2] yes no question_1 [3] statement_1 [4] open question factual_1 [5] statement_2 [6] comment_1 [7] statement_3 [8] open question factual_2 [9] statement_4 [10] command_1 [11] statement_5 [12] neg answer_1 [13] opinion_2 [14] yes no question_2 [15] pos answer_1 [16] opinion_3 [17] comment_2 [18] statement_6 [19] yes no question_3 [20] statement_7 [21] back-channeling_1 [22] neg answer_2 [23] comment_3 [24] statement_8	17	pos answer_1	11111	Of course .
1525	11600: [1] opinion_1 [2] yes no question_1 [3] statement_1 [4] open question factual_1 [5] statement_2 [6] comment_1 [7] statement_3 [8] open question factual_2 [9] statement_4 [10] command_1 [11] statement_5 [12] neg answer_1 [13] opinion_2 [14] yes no question_2 [15] pos answer_1 [16] opinion_3 [17] comment_2 [18] statement_6 [19] yes no question_3 [20] statement_7 [21] back-channeling_1 [22] neg answer_2 [23] comment_3 [24] statement_8	18	opinion_3	11111	That's what we deserve .
1526	11600: [1] opinion_1 [2] yes no question_1 [3] statement_1 [4] open question factual_1 [5] statement_2 [6] comment_1 [7] statement_3 [8] open question factual_2 [9] statement_4 [10] command_1 [11] statement_5 [12] neg answer_1 [13] opinion_2 [14] yes no question_2 [15] pos answer_1 [16] opinion_3 [17] comment_2 [18] statement_6 [19] yes no question_3 [20] statement_7 [21] back-channeling_1 [22] neg answer_2 [23] comment_3 [24] statement_8	19	comment_2	0	That's great !
1527	11600: [1] opinion_1 [2] yes no question_1 [3] statement_1 [4] open question factual_1 [5] statement_2 [6] comment_1 [7] statement_3 [8] open question factual_2 [9] statement_4 [10] command_1 [11] statement_5 [12] neg answer_1 [13] opinion_2 [14] yes no question_2 [15] pos answer_1 [16] opinion_3 [17] comment_2 [18] statement_6 [19] yes no question_3 [20] statement_7 [21] back-channeling_1 [22] neg answer_2 [23] comment_3 [24] statement_8	20	statement_6	11111	I have something else to remind you of .
1528	11600: [1] opinion_1 [2] yes no question_1 [3] statement_1 [4] open question factual_1 [5] statement_2 [6] comment_1 [7] statement_3 [8] open question factual_2 [9] statement_4 [10] command_1 [11] statement_5 [12] neg answer_1 [13] opinion_2 [14] yes no question_2 [15] pos answer_1 [16] opinion_3 [17] comment_2 [18] statement_6 [19] yes no question_3 [20] statement_7 [21] back-channeling_1 [22] neg answer_2 [23] comment_3 [24] statement_8	21	statement_6	11111	Don't be late , if you are late , you will be fined 20 Yuan per minute .
1529	11600: [1] opinion_1 [2] yes no question_1 [3] statement_1 [4] open question factual_1 [5] statement_2 [6] comment_1 [7] statement_3 [8] open question factual_2 [9] statement_4 [10] command_1 [11] statement_5 [12] neg answer_1 [13] opinion_2 [14] yes no question_2 [15] pos answer_1 [16] opinion_3 [17] comment_2 [18] statement_6 [19] yes no question_3 [20] statement_7 [21] back-channeling_1 [22] neg answer_2 [23] comment_3 [24] statement_8	22	yes no question_3	0	Are you kidding ?
1530	11600: [1] opinion_1 [2] yes no question_1 [3] statement_1 [4] open question factual_1 [5] statement_2 [6] comment_1 [7] statement_3 [8] open question factual_2 [9] statement_4 [10] command_1 [11] statement_5 [12] neg answer_1 [13] opinion_2 [14] yes no question_2 [15] pos answer_1 [16] opinion_3 [17] comment_2 [18] statement_6 [19] yes no question_3 [20] statement_7 [21] back-channeling_1 [22] neg answer_2 [23] comment_3 [24] statement_8	23	statement_7	0	I always get up late .
1531	11600: [1] opinion_1 [2] yes no question_1 [3] statement_1 [4] open question factual_1 [5] statement_2 [6] comment_1 [7] statement_3 [8] open question factual_2 [9] statement_4 [10] command_1 [11] statement_5 [12] neg answer_1 [13] opinion_2 [14] yes no question_2 [15] pos answer_1 [16] opinion_3 [17] comment_2 [18] statement_6 [19] yes no question_3 [20] statement_7 [21] back-channeling_1 [22] neg answer_2 [23] comment_3 [24] statement_8	24	back-channeling_1	0	Oh , my God .
1532	11600: [1] opinion_1 [2] yes no question_1 [3] statement_1 [4] open question factual_1 [5] statement_2 [6] comment_1 [7] statement_3 [8] open question factual_2 [9] statement_4 [10] command_1 [11] statement_5 [12] neg answer_1 [13] opinion_2 [14] yes no question_2 [15] pos answer_1 [16] opinion_3 [17] comment_2 [18] statement_6 [19] yes no question_3 [20] statement_7 [21] back-channeling_1 [22] neg answer_2 [23] comment_3 [24] statement_8	25	neg answer_2	0	Can't believe that .
1533	11600: [1] opinion_1 [2] yes no question_1 [3] statement_1 [4] open question factual_1 [5] statement_2 [6] comment_1 [7] statement_3 [8] open question factual_2 [9] statement_4 [10] command_1 [11] statement_5 [12] neg answer_1 [13] opinion_2 [14] yes no question_2 [15] pos answer_1 [16] opinion_3 [17] comment_2 [18] statement_6 [19] yes no question_3 [20] statement_7 [21] back-channeling_1 [22] neg answer_2 [23] comment_3 [24] statement_8	26	comment_3	0	That is terrible .
1534	11600: [1] opinion_1 [2] yes no question_1 [3] statement_1 [4] open question factual_1 [5] statement_2 [6] comment_1 [7] statement_3 [8] open question factual_2 [9] statement_4 [10] command_1 [11] statement_5 [12] neg answer_1 [13] opinion_2 [14] yes no question_2 [15] pos answer_1 [16] opinion_3 [17] comment_2 [18] statement_6 [19] yes no question_3 [20] statement_7 [21] back-channeling_1 [22] neg answer_2 [23] comment_3 [24] statement_8	27	statement_8	11111	So remember to set your alarm clock .
1535	635: [1] command_1 [2] closing_1 [3] yes no question_1 [4] statement_1 [5] open question opinion_1 [6] opinion_1	0	command_1	0	Good morning , Mrs Smith .
1536	635: [1] command_1 [2] closing_1 [3] yes no question_1 [4] statement_1 [5] open question opinion_1 [6] opinion_1	1	closing_1	11111	Good morning !
1537	635: [1] command_1 [2] closing_1 [3] yes no question_1 [4] statement_1 [5] open question opinion_1 [6] opinion_1	2	yes no question_1	11111	Can you help me , please ?
1538	635: [1] command_1 [2] closing_1 [3] yes no question_1 [4] statement_1 [5] open question opinion_1 [6] opinion_1	3	statement_1	11111	I'm looking for some books for my mother .
1539	635: [1] command_1 [2] closing_1 [3] yes no question_1 [4] statement_1 [5] open question opinion_1 [6] opinion_1	4	open question opinion_1	0	What kind of books does she like ?
1540	635: [1] command_1 [2] closing_1 [3] yes no question_1 [4] statement_1 [5] open question opinion_1 [6] opinion_1	5	opinion_1	11111	She's very fond of detective stories .
1541	11643: [1] statement_1 [2] back-channeling_1 [3] statement_2 [4] comment_1 [5] yes no question_1 [6] statement_3 [7] closing_1 [8] hold_1 [9] back-channeling_2 [10] opinion_1 [11] statement_4 [12] comment_2 [13] abandon_1 [14] statement_5	0	statement_1	0	Hey Lisa ... want to grab lunch with me ?
1542	11643: [1] statement_1 [2] back-channeling_1 [3] statement_2 [4] comment_1 [5] yes no question_1 [6] statement_3 [7] closing_1 [8] hold_1 [9] back-channeling_2 [10] opinion_1 [11] statement_4 [12] comment_2 [13] abandon_1 [14] statement_5	1	statement_1	11111	Sure , Emily .
1543	11643: [1] statement_1 [2] back-channeling_1 [3] statement_2 [4] comment_1 [5] yes no question_1 [6] statement_3 [7] closing_1 [8] hold_1 [9] back-channeling_2 [10] opinion_1 [11] statement_4 [12] comment_2 [13] abandon_1 [14] statement_5	2	statement_1	11111	We haven't done that in a while .
1544	11643: [1] statement_1 [2] back-channeling_1 [3] statement_2 [4] comment_1 [5] yes no question_1 [6] statement_3 [7] closing_1 [8] hold_1 [9] back-channeling_2 [10] opinion_1 [11] statement_4 [12] comment_2 [13] abandon_1 [14] statement_5	3	back-channeling_1	0	Yeah ... actually , we haven't hung out at all recently .
1545	11643: [1] statement_1 [2] back-channeling_1 [3] statement_2 [4] comment_1 [5] yes no question_1 [6] statement_3 [7] closing_1 [8] hold_1 [9] back-channeling_2 [10] opinion_1 [11] statement_4 [12] comment_2 [13] abandon_1 [14] statement_5	4	statement_2	0	You seem sort of under the weather .
1546	11643: [1] statement_1 [2] back-channeling_1 [3] statement_2 [4] comment_1 [5] yes no question_1 [6] statement_3 [7] closing_1 [8] hold_1 [9] back-channeling_2 [10] opinion_1 [11] statement_4 [12] comment_2 [13] abandon_1 [14] statement_5	5	comment_1	0	Is there something going on ?
1547	11643: [1] statement_1 [2] back-channeling_1 [3] statement_2 [4] comment_1 [5] yes no question_1 [6] statement_3 [7] closing_1 [8] hold_1 [9] back-channeling_2 [10] opinion_1 [11] statement_4 [12] comment_2 [13] abandon_1 [14] statement_5	6	yes no question_1	11111	Well , keep this under your hat , but I think I'm going to quit after New Year .
