	id_and_goal	utt_id	durec_goal_1	speaker	utt
6773	537: [1] Q&A about other_1 [2] nan_1 [3] nan_2 [4] nan_3 [5] nan_4 [6] nan_5 [7] nan_6 [8] nan_7 [9] nan_8 [10] nan_9 [11] nan_10 [12] nan_11 [13] nan_12 [14] nan_13	0	Q&A about other_1	speaker_1	Jim?
6774	537: [1] Q&A about other_1 [2] nan_1 [3] nan_2 [4] nan_3 [5] nan_4 [6] nan_5 [7] nan_6 [8] nan_7 [9] nan_8 [10] nan_9 [11] nan_10 [12] nan_11 [13] nan_12 [14] nan_13	1	Q&A about other_1	speaker_1	Jim?...
6775	537: [1] Q&A about other_1 [2] nan_1 [3] nan_2 [4] nan_3 [5] nan_4 [6] nan_5 [7] nan_6 [8] nan_7 [9] nan_8 [10] nan_9 [11] nan_10 [12] nan_11 [13] nan_12 [14] nan_13	2	Q&A about other_1	speaker_1	What are you doing in the kitchen?
6776	537: [1] Q&A about other_1 [2] nan_1 [3] nan_2 [4] nan_3 [5] nan_4 [6] nan_5 [7] nan_6 [8] nan_7 [9] nan_8 [10] nan_9 [11] nan_10 [12] nan_11 [13] nan_12 [14] nan_13	3	Q&A about other_1	speaker_2	Nothing, Mummy.
6777	537: [1] Q&A about other_1 [2] nan_1 [3] nan_2 [4] nan_3 [5] nan_4 [6] nan_5 [7] nan_6 [8] nan_7 [9] nan_8 [10] nan_9 [11] nan_10 [12] nan_11 [13] nan_12 [14] nan_13	4	Q&A about other_1	speaker_2	I was hungry so I came here for some milk.
6778	537: [1] Q&A about other_1 [2] nan_1 [3] nan_2 [4] nan_3 [5] nan_4 [6] nan_5 [7] nan_6 [8] nan_7 [9] nan_8 [10] nan_9 [11] nan_10 [12] nan_11 [13] nan_12 [14] nan_13	5	Q&A about other_1	speaker_1	Milk?
6779	537: [1] Q&A about other_1 [2] nan_1 [3] nan_2 [4] nan_3 [5] nan_4 [6] nan_5 [7] nan_6 [8] nan_7 [9] nan_8 [10] nan_9 [11] nan_10 [12] nan_11 [13] nan_12 [14] nan_13	6	Q&A about other_1	speaker_1	I thought you didn't like milk.
6780	537: [1] Q&A about other_1 [2] nan_1 [3] nan_2 [4] nan_3 [5] nan_4 [6] nan_5 [7] nan_6 [8] nan_7 [9] nan_8 [10] nan_9 [11] nan_10 [12] nan_11 [13] nan_12 [14] nan_13	7	Q&A about other_1	speaker_2	I don't, but I couldn't find anything to eat in the refrigerator.
6781	537: [1] Q&A about other_1 [2] nan_1 [3] nan_2 [4] nan_3 [5] nan_4 [6] nan_5 [7] nan_6 [8] nan_7 [9] nan_8 [10] nan_9 [11] nan_10 [12] nan_11 [13] nan_12 [14] nan_13	8	Q&A about other_1	speaker_1	Nonsense.
6782	537: [1] Q&A about other_1 [2] nan_1 [3] nan_2 [4] nan_3 [5] nan_4 [6] nan_5 [7] nan_6 [8] nan_7 [9] nan_8 [10] nan_9 [11] nan_10 [12] nan_11 [13] nan_12 [14] nan_13	9	Q&A about other_1	speaker_1	There's lots of food in the refrigerator... What's behind your back?
6783	537: [1] Q&A about other_1 [2] nan_1 [3] nan_2 [4] nan_3 [5] nan_4 [6] nan_5 [7] nan_6 [8] nan_7 [9] nan_8 [10] nan_9 [11] nan_10 [12] nan_11 [13] nan_12 [14] nan_13	10	Q&A about other_1	speaker_2	Nothing.
6784	537: [1] Q&A about other_1 [2] nan_1 [3] nan_2 [4] nan_3 [5] nan_4 [6] nan_5 [7] nan_6 [8] nan_7 [9] nan_8 [10] nan_9 [11] nan_10 [12] nan_11 [13] nan_12 [14] nan_13	11	Q&A about other_1	speaker_1	What are you hiding behind your back?
6785	537: [1] Q&A about other_1 [2] nan_1 [3] nan_2 [4] nan_3 [5] nan_4 [6] nan_5 [7] nan_6 [8] nan_7 [9] nan_8 [10] nan_9 [11] nan_10 [12] nan_11 [13] nan_12 [14] nan_13	12	Q&A about other_1	speaker_1	Let me see.
6786	537: [1] Q&A about other_1 [2] nan_1 [3] nan_2 [4] nan_3 [5] nan_4 [6] nan_5 [7] nan_6 [8] nan_7 [9] nan_8 [10] nan_9 [11] nan_10 [12] nan_11 [13] nan_12 [14] nan_13	13	Q&A about other_1	speaker_2	Promise that you won't get angry.
6787	537: [1] Q&A about other_1 [2] nan_1 [3] nan_2 [4] nan_3 [5] nan_4 [6] nan_5 [7] nan_6 [8] nan_7 [9] nan_8 [10] nan_9 [11] nan_10 [12] nan_11 [13] nan_12 [14] nan_13	14	Q&A about other_1	speaker_1	OK, I promise.
6788	537: [1] Q&A about other_1 [2] nan_1 [3] nan_2 [4] nan_3 [5] nan_4 [6] nan_5 [7] nan_6 [8] nan_7 [9] nan_8 [10] nan_9 [11] nan_10 [12] nan_11 [13] nan_12 [14] nan_13	15	Q&A about other_1	speaker_1	What is it?
6789	537: [1] Q&A about other_1 [2] nan_1 [3] nan_2 [4] nan_3 [5] nan_4 [6] nan_5 [7] nan_6 [8] nan_7 [9] nan_8 [10] nan_9 [11] nan_10 [12] nan_11 [13] nan_12 [14] nan_13	16	Q&A about other_1	speaker_2	It's a kitty.
6790	537: [1] Q&A about other_1 [2] nan_1 [3] nan_2 [4] nan_3 [5] nan_4 [6] nan_5 [7] nan_6 [8] nan_7 [9] nan_8 [10] nan_9 [11] nan_10 [12] nan_11 [13] nan_12 [14] nan_13	17	Q&A about other_1	speaker_1	Oh, Jim.
6791	537: [1] Q&A about other_1 [2] nan_1 [3] nan_2 [4] nan_3 [5] nan_4 [6] nan_5 [7] nan_6 [8] nan_7 [9] nan_8 [10] nan_9 [11] nan_10 [12] nan_11 [13] nan_12 [14] nan_13	18	Q&A about other_1	speaker_1	I told you.
6792	537: [1] Q&A about other_1 [2] nan_1 [3] nan_2 [4] nan_3 [5] nan_4 [6] nan_5 [7] nan_6 [8] nan_7 [9] nan_8 [10] nan_9 [11] nan_10 [12] nan_11 [13] nan_12 [14] nan_13	19	Q&A about other_1	speaker_1	No pets.
6793	537: [1] Q&A about other_1 [2] nan_1 [3] nan_2 [4] nan_3 [5] nan_4 [6] nan_5 [7] nan_6 [8] nan_7 [9] nan_8 [10] nan_9 [11] nan_10 [12] nan_11 [13] nan_12 [14] nan_13	20	Q&A about other_1	speaker_1	It'll make a mess of this house.
6794	537: [1] Q&A about other_1 [2] nan_1 [3] nan_2 [4] nan_3 [5] nan_4 [6] nan_5 [7] nan_6 [8] nan_7 [9] nan_8 [10] nan_9 [11] nan_10 [12] nan_11 [13] nan_12 [14] nan_13	21	Q&A about other_1	speaker_2	Please, Mummy.
6795	537: [1] Q&A about other_1 [2] nan_1 [3] nan_2 [4] nan_3 [5] nan_4 [6] nan_5 [7] nan_6 [8] nan_7 [9] nan_8 [10] nan_9 [11] nan_10 [12] nan_11 [13] nan_12 [14] nan_13	22	Q&A about other_1	speaker_2	Everybody else in my class keeps a pet.
6796	537: [1] Q&A about other_1 [2] nan_1 [3] nan_2 [4] nan_3 [5] nan_4 [6] nan_5 [7] nan_6 [8] nan_7 [9] nan_8 [10] nan_9 [11] nan_10 [12] nan_11 [13] nan_12 [14] nan_13	23	Q&A about other_1	speaker_2	Please, I'll take care of it.
6797	537: [1] Q&A about other_1 [2] nan_1 [3] nan_2 [4] nan_3 [5] nan_4 [6] nan_5 [7] nan_6 [8] nan_7 [9] nan_8 [10] nan_9 [11] nan_10 [12] nan_11 [13] nan_12 [14] nan_13	24	Q&A about other_1	speaker_2	It's a good kitty.
6798	537: [1] Q&A about other_1 [2] nan_1 [3] nan_2 [4] nan_3 [5] nan_4 [6] nan_5 [7] nan_6 [8] nan_7 [9] nan_8 [10] nan_9 [11] nan_10 [12] nan_11 [13] nan_12 [14] nan_13	25	nan_1	speaker_2	It'll not bring you any trouble.
6799	537: [1] Q&A about other_1 [2] nan_1 [3] nan_2 [4] nan_3 [5] nan_4 [6] nan_5 [7] nan_6 [8] nan_7 [9] nan_8 [10] nan_9 [11] nan_10 [12] nan_11 [13] nan_12 [14] nan_13	26	nan_2	speaker_1	No way.
6800	537: [1] Q&A about other_1 [2] nan_1 [3] nan_2 [4] nan_3 [5] nan_4 [6] nan_5 [7] nan_6 [8] nan_7 [9] nan_8 [10] nan_9 [11] nan_10 [12] nan_11 [13] nan_12 [14] nan_13	27	nan_3	speaker_1	It might belong to somebody else.
6801	537: [1] Q&A about other_1 [2] nan_1 [3] nan_2 [4] nan_3 [5] nan_4 [6] nan_5 [7] nan_6 [8] nan_7 [9] nan_8 [10] nan_9 [11] nan_10 [12] nan_11 [13] nan_12 [14] nan_13	28	nan_4	speaker_1	You can't keep it here.
6802	537: [1] Q&A about other_1 [2] nan_1 [3] nan_2 [4] nan_3 [5] nan_4 [6] nan_5 [7] nan_6 [8] nan_7 [9] nan_8 [10] nan_9 [11] nan_10 [12] nan_11 [13] nan_12 [14] nan_13	29	nan_5	speaker_2	Please, Mummy.
6803	537: [1] Q&A about other_1 [2] nan_1 [3] nan_2 [4] nan_3 [5] nan_4 [6] nan_5 [7] nan_6 [8] nan_7 [9] nan_8 [10] nan_9 [11] nan_10 [12] nan_11 [13] nan_12 [14] nan_13	30	nan_6	speaker_2	I found it this afternoon by the garbage bin.
6804	537: [1] Q&A about other_1 [2] nan_1 [3] nan_2 [4] nan_3 [5] nan_4 [6] nan_5 [7] nan_6 [8] nan_7 [9] nan_8 [10] nan_9 [11] nan_10 [12] nan_11 [13] nan_12 [14] nan_13	31	nan_7	speaker_2	It was starving and looking for something to eat.
6805	537: [1] Q&A about other_1 [2] nan_1 [3] nan_2 [4] nan_3 [5] nan_4 [6] nan_5 [7] nan_6 [8] nan_7 [9] nan_8 [10] nan_9 [11] nan_10 [12] nan_11 [13] nan_12 [14] nan_13	32	nan_8	speaker_2	Please!
6806	537: [1] Q&A about other_1 [2] nan_1 [3] nan_2 [4] nan_3 [5] nan_4 [6] nan_5 [7] nan_6 [8] nan_7 [9] nan_8 [10] nan_9 [11] nan_10 [12] nan_11 [13] nan_12 [14] nan_13	33	nan_9	speaker_2	You see, it's so cute and tame.
6807	537: [1] Q&A about other_1 [2] nan_1 [3] nan_2 [4] nan_3 [5] nan_4 [6] nan_5 [7] nan_6 [8] nan_7 [9] nan_8 [10] nan_9 [11] nan_10 [12] nan_11 [13] nan_12 [14] nan_13	34	nan_10	speaker_1	All right.
6808	537: [1] Q&A about other_1 [2] nan_1 [3] nan_2 [4] nan_3 [5] nan_4 [6] nan_5 [7] nan_6 [8] nan_7 [9] nan_8 [10] nan_9 [11] nan_10 [12] nan_11 [13] nan_12 [14] nan_13	35	nan_11	speaker_1	But you have to clean up everything it messes up.
6809	537: [1] Q&A about other_1 [2] nan_1 [3] nan_2 [4] nan_3 [5] nan_4 [6] nan_5 [7] nan_6 [8] nan_7 [9] nan_8 [10] nan_9 [11] nan_10 [12] nan_11 [13] nan_12 [14] nan_13	36	nan_12	speaker_2	I will.
6810	537: [1] Q&A about other_1 [2] nan_1 [3] nan_2 [4] nan_3 [5] nan_4 [6] nan_5 [7] nan_6 [8] nan_7 [9] nan_8 [10] nan_9 [11] nan_10 [12] nan_11 [13] nan_12 [14] nan_13	37	nan_13	speaker_2	Thank you, Mummy.
6811	538: [1] ask about other_1 [2] Q&A about other_1 [3] ask about other_2 [4] Q&A about other_2 [5] ask about shopping_1 [6] shopping recommendation_1	0	ask about other_1	speaker_1	I was wondering if you could help me with something.
6812	538: [1] ask about other_1 [2] Q&A about other_1 [3] ask about other_2 [4] Q&A about other_2 [5] ask about shopping_1 [6] shopping recommendation_1	1	Q&A about other_1	speaker_2	Sure, anything you say.
6813	538: [1] ask about other_1 [2] Q&A about other_1 [3] ask about other_2 [4] Q&A about other_2 [5] ask about shopping_1 [6] shopping recommendation_1	2	ask about other_2	speaker_1	Actually, it’s a little bit silly.
6814	538: [1] ask about other_1 [2] Q&A about other_1 [3] ask about other_2 [4] Q&A about other_2 [5] ask about shopping_1 [6] shopping recommendation_1	3	Q&A about other_2	speaker_2	Don’t worry about it, just ask.
6815	538: [1] ask about other_1 [2] Q&A about other_1 [3] ask about other_2 [4] Q&A about other_2 [5] ask about shopping_1 [6] shopping recommendation_1	4	ask about shopping_1	speaker_1	What words do I need to know to buy a pair of shoes?
6816	538: [1] ask about other_1 [2] Q&A about other_1 [3] ask about other_2 [4] Q&A about other_2 [5] ask about shopping_1 [6] shopping recommendation_1	5	shopping recommendation_1	speaker_2	You need to know the type of shoes you want.
6817	538: [1] ask about other_1 [2] Q&A about other_1 [3] ask about other_2 [4] Q&A about other_2 [5] ask about shopping_1 [6] shopping recommendation_1	6	shopping recommendation_1	speaker_1	Don’t worry about that.
6818	538: [1] ask about other_1 [2] Q&A about other_1 [3] ask about other_2 [4] Q&A about other_2 [5] ask about shopping_1 [6] shopping recommendation_1	7	shopping recommendation_1	speaker_1	I can point it out in the store.
6819	538: [1] ask about other_1 [2] Q&A about other_1 [3] ask about other_2 [4] Q&A about other_2 [5] ask about shopping_1 [6] shopping recommendation_1	8	shopping recommendation_1	speaker_2	The shoes can be comfortable or not comfortable, too wide, too narrow, or just right ; and long or short.
6820	538: [1] ask about other_1 [2] Q&A about other_1 [3] ask about other_2 [4] Q&A about other_2 [5] ask about shopping_1 [6] shopping recommendation_1	9	shopping recommendation_1	speaker_2	In girls shoes, the heel can be high or low.
6821	538: [1] ask about other_1 [2] Q&A about other_1 [3] ask about other_2 [4] Q&A about other_2 [5] ask about shopping_1 [6] shopping recommendation_1	10	shopping recommendation_1	speaker_1	Let me write all that down.
6822	538: [1] ask about other_1 [2] Q&A about other_1 [3] ask about other_2 [4] Q&A about other_2 [5] ask about shopping_1 [6] shopping recommendation_1	11	shopping recommendation_1	speaker_1	I’m going shopping this afternoon.
6823	539: [1] other_1 [2] Q&A about other_1	0	other_1	speaker_1	Excuse me.
6824	539: [1] other_1 [2] Q&A about other_1	1	Q&A about other_1	speaker_1	How long has it been since the business was founded?
6825	539: [1] other_1 [2] Q&A about other_1	2	Q&A about other_1	speaker_2	It has been 12 years since it was founded in 1998.
6826	539: [1] other_1 [2] Q&A about other_1	3	Q&A about other_1	speaker_1	So, it has a history for more than a decade?
6827	539: [1] other_1 [2] Q&A about other_1	4	Q&A about other_1	speaker_2	Yes.
6828	539: [1] other_1 [2] Q&A about other_1	5	Q&A about other_1	speaker_2	And it was incorporated with other businesses in 2008 due to the global financial crisis.
6829	540: [1] greeting, ask about other_1 [2] Q&A about other_1	0	greeting, ask about other_1	speaker_1	What can I do for you, Madam?
6830	540: [1] greeting, ask about other_1 [2] Q&A about other_1	1	Q&A about other_1	speaker_2	Can you help me with Comprehensive Credit Granting?
6831	540: [1] greeting, ask about other_1 [2] Q&A about other_1	2	Q&A about other_1	speaker_1	Certainly, Madam.
6832	540: [1] greeting, ask about other_1 [2] Q&A about other_1	3	Q&A about other_1	speaker_1	What would you like to know?
6833	540: [1] greeting, ask about other_1 [2] Q&A about other_1	4	Q&A about other_1	speaker_2	Well, everything really.
6834	540: [1] greeting, ask about other_1 [2] Q&A about other_1	5	Q&A about other_1	speaker_1	All right.
6835	540: [1] greeting, ask about other_1 [2] Q&A about other_1	6	Q&A about other_1	speaker_1	We can grant a Financing Promise Quota, if you qualify.
6836	540: [1] greeting, ask about other_1 [2] Q&A about other_1	7	Q&A about other_1	speaker_1	This means that we can deal with all of your needs in a speedy and efficient way.
6837	540: [1] greeting, ask about other_1 [2] Q&A about other_1	8	Q&A about other_1	speaker_1	Firstly, your Credit Rating must be class A, and your Debt to Asset Ratio must be top notch, for the industry you are involved in.
6838	541: [1] other_1 [2] ask about other_1 [3] other_2	0	other_1	speaker_1	Let's do something outdoors today.
6839	541: [1] other_1 [2] ask about other_1 [3] other_2	1	other_1	speaker_2	All right.
6840	541: [1] other_1 [2] ask about other_1 [3] other_2	2	other_1	speaker_2	But I don't want to play tennis.
6841	541: [1] other_1 [2] ask about other_1 [3] other_2	3	other_1	speaker_2	We played tennis last weekend.
6842	541: [1] other_1 [2] ask about other_1 [3] other_2	4	other_1	speaker_1	Okay.
6843	541: [1] other_1 [2] ask about other_1 [3] other_2	5	ask about other_1	speaker_1	what do you want to do?
6844	541: [1] other_1 [2] ask about other_1 [3] other_2	6	other_2	speaker_2	I want to go jogging.
6845	541: [1] other_1 [2] ask about other_1 [3] other_2	7	other_2	speaker_1	All right.
6846	541: [1] other_1 [2] ask about other_1 [3] other_2	8	other_2	speaker_1	That sounds like fun.
6847	542: [1] greeting_1 [2] Q&A about tickets_1	0	greeting_1	speaker_1	Good afternoon.
6848	542: [1] greeting_1 [2] Q&A about tickets_1	1	Q&A about tickets_1	speaker_1	I come here specially to pick up my tickets.
6849	542: [1] greeting_1 [2] Q&A about tickets_1	2	Q&A about tickets_1	speaker_1	I booked it last month.
6850	542: [1] greeting_1 [2] Q&A about tickets_1	3	Q&A about tickets_1	speaker_2	I am terribly sorry.
6851	542: [1] greeting_1 [2] Q&A about tickets_1	4	Q&A about tickets_1	speaker_2	You didn't come to reconfirm recently.
6852	542: [1] greeting_1 [2] Q&A about tickets_1	5	Q&A about tickets_1	speaker_1	But I have been so busy all these days.
6853	542: [1] greeting_1 [2] Q&A about tickets_1	6	Q&A about tickets_1	speaker_1	Well, is there any other ticket available?
6854	543: [1] Q&A about other_1 [2] nan_1	0	Q&A about other_1	speaker_1	The last thing to be ignored at a Chinese dinner table is to keep modest.
6855	543: [1] Q&A about other_1 [2] nan_1	1	Q&A about other_1	speaker_2	Does that suggest diners avoid speaking much?
6856	543: [1] Q&A about other_1 [2] nan_1	2	Q&A about other_1	speaker_2	The same is true in the West.
6857	543: [1] Q&A about other_1 [2] nan_1	3	Q&A about other_1	speaker_1	No, absolutely not!
6858	543: [1] Q&A about other_1 [2] nan_1	4	Q&A about other_1	speaker_1	On the contrary, you'll be considered a well-connected, sociable man, if you keep involved in the conversation all the time.
6859	543: [1] Q&A about other_1 [2] nan_1	5	Q&A about other_1	speaker_1	But always pay attention to what you say.
6860	543: [1] Q&A about other_1 [2] nan_1	6	Q&A about other_1	speaker_1	If the table has a senior guest, say something as upbeat and cheerful as possible.
6861	543: [1] Q&A about other_1 [2] nan_1	7	Q&A about other_1	speaker_1	Or maybe, you may give the floor to him and keep listening as if very interested.
6862	543: [1] Q&A about other_1 [2] nan_1	8	Q&A about other_1	speaker_2	You mean, keeping a low profile in the presence of the old?
6863	543: [1] Q&A about other_1 [2] nan_1	9	Q&A about other_1	speaker_2	That goes in like with Confucius' preachings, right?
6864	543: [1] Q&A about other_1 [2] nan_1	10	Q&A about other_1	speaker_1	Correct.
6865	543: [1] Q&A about other_1 [2] nan_1	11	Q&A about other_1	speaker_1	Show respect for the older people.
6866	543: [1] Q&A about other_1 [2] nan_1	12	Q&A about other_1	speaker_1	Conventionally, before the meal starts, the younger members are supposed to address each one of the elderly members of the table one by one.
